timestamp;cpu_usage;ram_used;ram_total;disk_used;disk_total;disk_read;disk_write;network_in;network_out
1740726918;1.6118420362472534;563408896;16779890688;37510385664;105597712384;6236569;50790;152;186
1740726918;4.095394730567932;595464192;16779890688;37510385664;105597712384;8760524;272793;152;186
1740726918;27.79085522890091;872013824;16779890688;37510402048;105597712384;36734566;264601;1356;160595
1740726919;29.64964532852173;1120628736;16779890688;37510402048;105597712384;85043609;261324;3254;429740
1740726919;30.357356369495392;1368338432;16779890688;37510402048;105597712384;133632819;261324;5287;715361
1740726919;31.577381134033203;1639743488;16779890688;37510402048;105597712384;186118963;261324;7325;994295
1740726919;32.32954549789429;1903218688;16779890688;37510410240;105597712384;234183065;44236;9651;1293438
1740726919;31.281328678131104;2167840768;16779890688;37510410240;105597712384;258269184;45875;10625;1427001
1740726920;29.934211254119873;2421387264;16779890688;37510410240;105597712384;259905945;47513;10789;1425619
1740726920;31.595394730567932;2684809216;16779890688;37510410240;105597712384;262461849;47513;10762;1415788
1740726920;31.777598023414612;2947129344;16779890688;37510410240;105597712384;260295065;47513;10512;1402562
1740726920;32.04365122318268;3212632064;16779890688;37510426624;105597712384;261151129;44236;10074;1369261
1740726920;31.84523832798004;3485642752;16779890688;37510426624;105597712384;262527385;49152;10208;1377736
1740726921;31.5625;3756183552;16779890688;37510426624;105597712384;265904128;49152;10163;1400549
1740726921;31.595394730567932;4017344512;16779890688;37510426624;105597712384;266029465;49152;10533;1440214
1740726921;32.35930776596069;4286038016;16779890688;37510451200;105597712384;267007590;52428;11246;1521102
1740726921;31.62380373477936;4552454144;16779890688;37510451200;105597712384;267471257;47513;11589;1562432
1740726921;31.875;4816076800;16779890688;37510451200;105597712384;266076979;49152;11468;1568742
1740726922;30.683171272277832;4960456704;16779890688;37510451200;105597712384;265247129;49152;11946;1631530
1740726922;31.577381134033203;4962025472;16779890688;37510451200;105597712384;287436800;154009;13041;1819522
1740726922;31.592262387275696;4960137216;16779890688;37510459392;105597712384;312945049;149094;14506;2039053
1740726922;30.921052932739254;4960817152;16779890688;37510459392;105597712384;338439372;152371;16513;2306520
1740726922;31.875000059604645;4961091584;16779890688;37510459392;105597712384;367538176;152371;18466;2578902
1740726923;29.92516827583313;4962144256;16779890688;37510459392;105597712384;389002854;362086;19784;2743608
1740726923;31.384095430374146;4963577856;16779890688;37510475776;105597712384;389063475;367001;20312;2750905
1740726923;31.57602822780609;4962983936;16779890688;37510475776;105597712384;389442764;363724;19190;2610598
1740726923;31.24843406677246;4961476608;16779890688;37510483968;105597712384;388490854;499712;18081;2481760
1740726923;31.27976256608963;4962271232;16779890688;37510483968;105597712384;383166054;669286;17394;2381171
1740726924;32.81093406677246;4965896192;16779890688;37510500352;105597712384;383824691;497254;16750;2307329
1740726924;32.20102846622467;4964999168;16779890688;37510500352;105597712384;381633331;592281;15470;2189572
1740726924;30.592105865478516;4964790272;16779890688;37510500352;105597712384;381937254;702054;15457;2171510
1740726924;32.75297689437866;4968378368;16779890688;37510500352;105597712384;382765465;775782;15351;2146842
1740726924;30.233396887779236;4973289472;16779890688;37510516736;105597712384;388521984;711065;15008;2108868
1740726925;30.385766208171844;4974706688;16779890688;37510516736;105597712384;392065024;779878;15375;2103966
1740726925;29.671053111553192;4975087616;16779890688;37510516736;105597712384;390936985;679936;15441;2108948
1740726925;29.35385370254517;4977709056;16779890688;37510516736;105597712384;385945600;784793;15441;2110599
1740726925;28.92479163408279;4988624896;16779890688;37510516736;105597712384;373705932;1070694;15414;2113889
1740726925;27.43086463212967;4980166656;16779890688;37510533120;105597712384;369451008;1069056;15654;2099268
1740726926;23.30442613363266;4979372032;16779890688;37510533120;105597712384;375167385;6603571;16082;2163884
1740726926;27.53391718864441;4980232192;16779890688;37510533120;105597712384;397973094;6603571;17114;2279739
1740726926;32.92606580257416;4978491392;16779890688;37510541312;105597712384;434195660;6601932;18714;2492999
1740726926;30.5887114405632;4981010432;16779890688;37510541312;105597712384;495459532;6109593;20456;2720690
1740726926;31.30995178222656;4981907456;16779890688;37510541312;105597712384;541323264;6111232;22460;2986426
1740726927;33.06732785701752;4975943680;16779890688;37510549504;105597712384;581985894;683212;23537;3202292
1740726927;34.04037153720856;4972888064;16779890688;37510549504;105597712384;618124083;578355;24815;3411617
1740726927;32.738095700740814;4972969984;16779890688;37510549504;105597712384;644526080;360448;26727;3709970
1740726927;32.15617197751999;4975325184;16779890688;37510549504;105597712384;631083827;347340;27981;3914655
1740726927;29.733709573745728;4975112192;16779890688;37510549504;105597712384;634476134;337510;29488;4117960
1740726928;31.270530343055725;4977332224;16779890688;37510549504;105597712384;644369612;324403;31576;4423295
1740726928;31.80059552192688;4977573888;16779890688;37510549504;105597712384;638286233;314572;33979;4779764
1740726928;31.970552265644073;4979916800;16779890688;37510549504;105597712384;614897254;7294156;36936;5126496
1740726928;27.37625312805176;4978573312;16779890688;37510549504;105597712384;601947340;7653785;40156;5508146
1740726940;2.3809523582458496;530403328;16779890688;37510103040;105597712384;8258355;122060;231;443
1740726940;6.56798243522644;607477760;16779890688;37510103040;105597712384;11437670;215449;1487;2225
1740726940;32.37938642501831;930430976;16779890688;37510103040;105597712384;51533414;243302;3440;237950
1740726940;30.92261904478073;1193918464;16779890688;37510103040;105597712384;98081996;190054;5700;527102
1740726940;31.818181812763218;1457868800;16779890688;37510103040;105597712384;148233420;121241;7785;811111
1740726941;30.9375;1726099456;16779890688;37510262784;105597712384;198490521;127795;9613;1096398
1740726941;30.937500178813934;1990918144;16779890688;37510262784;105597712384;247101030;34406;10479;1390146
1740726941;31.25;2258894848;16779890688;37510262784;105597712384;259475865;6553;10839;1453564
1740726941;30.639881312847137;2525892608;16779890688;37510262784;105597712384;260068147;6553;10720;1438719
1740726941;30.639881134033203;2785329152;16779890688;37510262784;105597712384;259565977;6553;10753;1425572
1740726942;36.448934733867645;3066531840;16779890688;37510266880;105597712384;258196275;0;10835;1410990
1740726942;35.11904764175415;3307466752;16779890688;37510291456;105597712384;258171699;1638;10706;1394488
1740726942;30.636961936950684;3572088832;16779890688;37510291456;105597712384;257269760;1638;10360;1372721
1740726942;30.342262268066406;3835367424;16779890688;37510291456;105597712384;256765132;20480;10331;1392212
1740726942;30.639881312847137;4097433600;16779890688;37510291456;105597712384;256908492;20480;10588;1448260
1740726943;31.25;4359823360;16779890688;37510291456;105597712384;258401894;22118;10771;1504079
1740726943;30.028196334838867;4621541376;16779890688;37510291456;105597712384;257950515;20480;11058;1540441
1740726943;30.342262268066406;4882251776;16779890688;37510291456;105597712384;257220608;20480;11349;1581744
1740726943;29.74431848526001;4949671936;16779890688;37510291456;105597712384;266744627;106496;12524;1725540
1740726943;30.325815200805664;4949573632;16779890688;37510291456;105597712384;293806899;106496;14094;1917086
1740726944;30.654762268066406;4951199744;16779890688;37510291456;105597712384;322097152;104857;16312;2212630
1740726944;30.639881134033203;4951969792;16779890688;37510291456;105597712384;350076108;104857;17952;2438780
1740726944;29.717262268066406;4952752128;16779890688;37510291456;105597712384;376569036;314572;19681;2678143
1740726944;27.00109624862671;4953243648;16779890688;37510291456;105597712384;385644953;314572;19998;2739080
1740726944;30.35714292526245;4960075776;16779890688;37510291456;105597712384;382396825;515276;19404;2681366
1740726945;33.750000178813934;4962557952;16779890688;37510299648;105597712384;385715404;526745;18216;2526208
1740726945;33.33333349227905;4959608832;16779890688;37510316032;105597712384;391023820;534937;17355;2423862
1740726945;31.875000059604645;4958838784;16779890688;37510316032;105597712384;394260480;333414;16536;2295222
1740726945;31.5625;4960149504;16779890688;37510316032;105597712384;405559705;240025;15942;2194527
1740726945;29.360118985176086;4959932416;16779890688;37510316032;105597712384;394674995;257228;15692;2128516
1740726946;32.94251275062561;4961853440;16779890688;37510324224;105597712384;392237875;358809;15190;2059215
1740726946;32.529762268066406;4961968128;16779890688;37510340608;105597712384;386253619;622592;14863;2004765
1740726946;33.02083367109299;4967153664;16779890688;37510356992;105597712384;386763161;635699;15298;2085548
1740726946;30.67460337281227;4969078784;16779890688;37510356992;105597712384;386717286;634060;15483;2140077
1740726946;30.859963178634644;4969132032;16779890688;37510356992;105597712384;398063206;635699;15285;2148335
1740726947;30.544068932533264;4970393600;16779890688;37510356992;105597712384;392506572;637337;15668;2201213
1740726947;30.422932267189022;4979290112;16779890688;37510356992;105597712384;386199552;736460;15918;2201496
1740726947;27.415271639823914;4971110400;16779890688;37510373376;105597712384;377756876;7525990;15522;2092648
1740726947;32.518441796302795;4970393600;16779890688;37510402048;105597712384;420639539;7763558;17370;2348501
1740726947;32.519580364227295;4969848832;16779890688;37510402048;105597712384;453431296;7757004;18849;2502100
1740726948;33.61742466688156;4972060672;16779890688;37510402048;105597712384;516266393;7653785;21066;2822233
1740726948;31.55936771631241;4973838336;16779890688;37510402048;105597712384;571325644;7397376;23020;3140498
1740726948;31.31506764888763;4974673920;16779890688;37510402048;105597712384;626714214;806092;25370;3529972
1740726948;31.577452540397644;4972072960;16779890688;37510410240;105597712384;624535961;671744;25028;3490373
1740726948;30.37045755982399;4973273088;16779890688;37510410240;105597712384;636809216;468582;25846;3684958
1740726949;31.16007399559021;4973318144;16779890688;37510410240;105597712384;609439744;676659;26714;3754629
1740726949;30.469426691532135;4974796800;16779890688;37510410240;105597712384;606902681;781516;28100;3914782
1740726949;31.80059576034546;4974927872;16779890688;37510426624;105597712384;594107596;681574;28906;3994296
1740726949;32.20708042383194;4976480256;16779890688;37510426624;105597712384;603682406;783155;31334;4335979
1740726949;31.19204288721085;4972347392;16779890688;37510426624;105597712384;606658560;942899;33994;4709003
1740726950;19.806921899318695;4973273088;16779890688;37510426624;105597712384;563033702;27516108;32888;4616408
1740726950;23.42810159921646;4972589056;16779890688;37510426624;105597712384;528583884;27308032;33997;4694350
1740726950;29.69480973482132;4865110016;16779890688;37510451200;105597712384;484994252;27199897;33957;4618429
1740726962;2.8711485266685486;535117824;16779890688;37510103040;105597712384;8808038;122880;1408;524
1740726962;11.894580483436584;648269824;16779890688;37510103040;105597712384;12074188;229376;1521;6480
1740726962;29.257780730724335;948670464;16779890688;37510103040;105597712384;55753113;244121;3524;254240
1740726963;29.702381134033203;1197072384;16779890688;37510103040;105597712384;99331276;168755;5794;540102
1740726963;29.654605865478516;1446735872;16779890688;37510262784;105597712384;146596659;127795;7738;802862
1740726963;30.327381134033203;1706209280;16779890688;37510262784;105597712384;194505932;127795;8322;1073184
1740726963;29.02647304534912;1957212160;16779890688;37510262784;105597712384;240309862;21299;10301;1351224
1740726963;30.952381312847137;2217562112;16779890688;37510262784;105597712384;247789977;6553;10397;1389138
1740726964;30.296052932739254;2486784000;16779890688;37510262784;105597712384;251350220;7372;10186;1387204
1740726964;31.264881134033203;2750828544;16779890688;37510262784;105597712384;254776934;16384;10091;1393560
1740726964;36.25;3036913664;16779890688;37510266880;105597712384;256103219;16384;10197;1400219
1740726964;34.72943776845932;3276394496;16779890688;37510291456;105597712384;259432448;18022;10216;1395330
1740726964;30.66829013824463;3546275840;16779890688;37510291456;105597712384;260802969;18022;10335;1398620
1740726965;31.25;3819851776;16779890688;37510291456;105597712384;262389760;17203;10517;1426684
1740726965;30.68181848526001;4090470400;16779890688;37510291456;105597712384;263043481;1638;10966;1486096
1740726965;31.54761904478073;4360384512;16779890688;37510291456;105597712384;264268185;1638;11336;1535644
1740726965;30.35714340209961;4627734528;16779890688;37510291456;105597712384;264264908;0;11626;1581850
1740726965;31.25;4898824192;16779890688;37510291456;105597712384;264770355;0;11652;1603320
1740726966;29.760551929473877;4946112512;16779890688;37510291456;105597712384;274111692;104857;12606;1748477
1740726966;30.654761791229248;4942172160;16779890688;37510291456;105597712384;300004147;104857;14031;1958032
1740726966;30.654762268066406;4943233024;16779890688;37510291456;105597712384;327698841;104857;16262;2237153
1740726966;31.5625;4943601664;16779890688;37510291456;105597712384;356292198;104857;18136;2476516
1740726966;29.41964292526245;4944936960;16779890688;37510291456;105597712384;380674867;314572;19760;2714122
1740726967;28.746867179870605;4945555456;16779890688;37510291456;105597712384;393974579;314572;20391;2801682
1740726967;31.78414821624756;4948217856;16779890688;37510291456;105597712384;394638131;513638;19836;2719274
1740726967;34.0773811340332;4948811776;16779890688;37510299648;105597712384;397320192;525107;18503;2572229
1740726967;33.4375;4947898368;16779890688;37510316032;105597712384;399119155;531660;17368;2453353
1740726967;30.35714340209961;4946972672;16779890688;37510316032;105597712384;400431513;331776;16391;2313152
1740726968;31.49350702762604;4948094976;16779890688;37510316032;105597712384;393581363;236748;15034;2125094
1740726968;29.983553051948547;4949135360;16779890688;37510316032;105597712384;390761676;257228;14982;2107045
1740726968;32.59868407249451;4953583616;16779890688;37510324224;105597712384;389462425;360448;14757;2036106
1740726968;31.9494047164917;4954669056;16779890688;37510340608;105597712384;383299584;625868;14242;1963514
1740726968;29.08791935443878;4964761600;16779890688;37510356992;105597712384;377923993;810188;14878;2018300
1740726969;29.284836888313293;4966203392;16779890688;37510356992;105597712384;381405593;810188;15430;2072829
1740726969;29.68593406677246;4967981056;16779890688;37510356992;105597712384;383723929;810188;15258;2067769
1740726969;31.84523832798004;4969287680;16779890688;37510356992;105597712384;381870080;810188;15496;2150256
1740726969;31.934524059295654;4969521152;16779890688;37510365184;105597712384;381489152;762675;15654;2175017
1740726969;29.863579630851746;4966445056;16779890688;37510385664;105597712384;393122611;833945;15560;2201160
1740726970;32.04157775640488;4965322752;16779890688;37510402048;105597712384;438879027;956825;17452;2425981
1740726970;31.51315802335739;4964114432;16779890688;37510402048;105597712384;462026342;958464;18456;2513608
1740726970;33.45238143205643;4965597184;16779890688;37510402048;105597712384;518816563;958464;20502;2800815
1740726970;20.585840046405792;4964167680;16779890688;37510402048;105597712384;528165273;1540096;20608;2837032
1740726970;26.381294786930084;4969656320;16779890688;37510402048;105597712384;547944038;10268672;22060;2962646
1740726971;32.52121841907501;4967796736;16779890688;37510410240;105597712384;558220083;10249011;23272;3122864
1740726971;30.735432386398315;4967776256;16779890688;37510410240;105597712384;585247948;10249011;24486;3345592
1740726971;33.316886365413666;4968898560;16779890688;37510410240;105597712384;582248038;10144153;26109;3576698
1740726971;31.21214532852173;4969885696;16779890688;37510410240;105597712384;609605222;9559244;28941;3936826
1740726971;33.011601746082306;4975271936;16779890688;37510426624;105597712384;638204313;681574;31053;4278563
1740726972;33.407738387584686;4971433984;16779890688;37510426624;105597712384;646816563;786432;33297;4583627
1740726972;32.2966513633728;4971368448;16779890688;37510426624;105597712384;647457177;733184;36557;5067163
1740726972;22.66369080543518;4971044864;16779890688;37510426624;105597712384;597409792;10338304;35581;4971251
1740726972;31.9541038274765;4974501888;16779890688;37510426624;105597712384;607880806;29587865;38676;5443160
1740726972;10.612468957901;4868517888;16779890688;37510451200;105597712384;499246694;29484646;34161;4805800
1740726994;1.578947365283966;553824256;16779890688;37510385664;105597712384;6531481;40960;132;186
1740726994;3.1952750384807587;574836736;16779890688;37510385664;105597712384;8280473;185139;152;186
1740726994;24.150219917297363;825049088;16779890688;37510402048;105597712384;29377331;278528;1076;115811
1740726994;31.577381193637848;1087799296;16779890688;37510402048;105597712384;80691200;273612;3241;403137
1740726994;31.22023832798004;1338404864;16779890688;37510402048;105597712384;130171699;273612;5448;689067
1740726995;30.671209633350372;1608114176;16779890688;37510402048;105597712384;181602713;283443;7322;971252
1740726995;32.91118407249451;1871892480;16779890688;37510410240;105597712384;229951897;144179;9585;1267092
1740726995;30.93749988079071;2132828160;16779890688;37510410240;105597712384;260920115;45875;10760;1442108
1740726995;29.998434364795685;2381864960;16779890688;37510410240;105597712384;258611609;47513;10709;1425849
1740726995;31.32618486881256;2646859776;16779890688;37510410240;105597712384;260556390;47513;10680;1414084
1740726996;31.00015699863434;2914721792;16779890688;37510410240;105597712384;259721625;47513;10775;1397824
1740726996;32.32638895511627;3177320448;16779890688;37510426624;105597712384;260960256;44236;10432;1369530
1740726996;31.250000178813934;3434631168;16779890688;37510426624;105597712384;259534848;337510;10327;1364536
1740726996;31.761363625526428;3701071872;16779890688;37510426624;105597712384;262925516;337510;10206;1374216
1740726996;31.610275864601135;3971014656;16779890688;37510426624;105597712384;264257536;337510;10377;1417171
1740726997;33.69565224647522;4242276352;16779890688;37510451200;105597712384;264569651;340787;10847;1504423
1740726997;31.235119223594666;4507062272;16779890688;37510451200;105597712384;266042572;334233;11111;1547325
1740726997;31.595394730567932;4765659136;16779890688;37510451200;105597712384;266409574;47513;11470;1572382
1740726997;31.875;4947353600;16779890688;37510451200;105597712384;265405235;47513;12143;1625260
1740726997;31.22023844718933;4950761472;16779890688;37510451200;105597712384;291639296;152371;13727;1856285
1740726998;33.11011904478073;4945211392;16779890688;37510459392;105597712384;319810764;149094;15248;2079092
1740726998;31.84523844718933;4945813504;16779890688;37510459392;105597712384;346501939;154009;17228;2369523
1740726998;30.595238089561462;4946415616;16779890688;37510459392;105597712384;372867891;362086;18598;2593660
1740726998;30.343828797340393;4946604032;16779890688;37510459392;105597712384;398099251;466944;19786;2804854
1740726998;32.60010838508606;4952805376;16779890688;37510459392;105597712384;398626816;362086;19641;2791641
1740726999;31.26644736528397;4948725760;16779890688;37510475776;105597712384;399909683;362086;18860;2679464
1740726999;32.440476179122925;4951371776;16779890688;37510483968;105597712384;397702758;503808;17962;2542579
1740726999;31.282894730567932;4953067520;16779890688;37510483968;105597712384;397491404;469401;18160;2501566
1740726999;32.73809564113617;4957810688;16779890688;37510500352;105597712384;398324531;400588;17130;2374420
1740726999;30.892857372760773;4955684864;16779890688;37510500352;105597712384;386144665;607027;16262;2221209
1740727000;30.98079013824463;4955488256;16779890688;37510500352;105597712384;385870233;607027;16106;2193238
1740727000;32.857143223285675;4961394688;16779890688;37510500352;105597712384;385204224;570163;16056;2135728
1740727000;30.296053290367126;4966174720;16779890688;37510516736;105597712384;386857369;607846;15699;2143880
1740727000;31.517857134342194;4968796160;16779890688;37510516736;105597712384;391541555;573440;16056;2168839
1740727000;28.54323321580887;4969156608;16779890688;37510516736;105597712384;396762316;576716;16172;2193409
1740727001;29.41964292526245;4969394176;16779890688;37510516736;105597712384;389496012;681574;16248;2211550
1740727001;29.623276948928833;4973731840;16779890688;37510516736;105597712384;382566400;786432;15705;2151902
1740727001;27.933636486530304;4965699584;16779890688;37510533120;105597712384;398682521;784793;16457;2221362
1740727001;27.21412968635559;4966215680;16779890688;37510533120;105597712384;420178329;889651;17249;2351614
1740727001;31.174029171466827;4969676800;16779890688;37510533120;105597712384;448460390;889651;18411;2533184
1740727002;32.95276594161987;4966363136;16779890688;37510541312;105597712384;501148876;784793;20222;2785774
1740727002;30.061089992523193;4966653952;16779890688;37510541312;105597712384;551400243;681574;22149;3105999
1740727002;30.979010701179504;4966240256;16779890688;37510541312;105597712384;584817868;576716;22624;3216524
1740727002;33.376410245895386;4964569088;16779890688;37510549504;105597712384;610389196;473497;23931;3399812
1740727002;34.56845271587372;4964376576;16779890688;37510549504;105597712384;641400832;262144;25264;3596300
1740727003;32.44047665596008;4964847616;16779890688;37510549504;105597712384;635999027;252313;27611;3821050
1740727003;29.37500023841858;4964700160;16779890688;37510549504;105597712384;636159590;345702;29686;4036146
1740727003;30.7620849609375;4965060608;16779890688;37510549504;105597712384;633424281;440729;31283;4262310
1740727003;32.26817113161087;4967911424;16779890688;37510549504;105597712384;638405017;427622;33342;4551234
1740727003;29.370039582252502;4967546880;16779890688;37510549504;105597712384;620013158;3886284;36101;4948992
1740727004;33.152174055576324;4968431616;16779890688;37510549504;105597712384;614913638;5675417;38704;5438884
1740727004;27.15147304534912;4858859520;16779890688;37510549504;105597712384;568395366;5612339;38002;5413827
1740727025;3.219697117805481;551841792;16779890688;37510385664;105597712384;7197491;50790;163;186
1740727025;16.18250197172165;764243968;16779890688;37510385664;105597712384;14141849;230195;334;23322
1740727025;30.463374972343445;1004613632;16779890688;37510402048;105597712384;61829120;321945;2488;294388
1740727025;29.679407119750977;1251291136;16779890688;37510402048;105597712384;110315110;317030;4772;580114
1740727025;29.37030130624771;1493200896;16779890688;37510402048;105597712384;157432217;318668;6725;839376
1740727026;30.086580276489254;1746866176;16779890688;37510402048;105597712384;205387366;318668;8611;1106952
1740727026;31.70447438955307;1998004224;16779890688;37510402048;105597712384;245930393;139264;10459;1362845
1740727026;31.57894736528397;2253041664;16779890688;37510410240;105597712384;248917196;45875;10377;1379065
1740727026;30.417094349861145;2514628608;16779890688;37510410240;105597712384;251813888;47513;10100;1364148
1740727026;31.264881134033203;2771718144;16779890688;37510410240;105597712384;254864588;47513;10126;1375669
1740727027;30.672775864601135;3035119616;16779890688;37510410240;105597712384;256172032;47513;9989;1370445
1740727027;32.723214626312256;3290554368;16779890688;37510426624;105597712384;258737766;49152;9897;1357245
1740727027;31.875;3563167744;16779890688;37510426624;105597712384;261156864;49152;10174;1363944
1740727027;32.17261904478073;3829391360;16779890688;37510426624;105597712384;262373376;49152;10398;1400253
1740727027;31.486529111862183;4094533632;16779890688;37510426624;105597712384;263967539;49152;10968;1451749
1740727028;32.894736886024475;4362227712;16779890688;37510451200;105597712384;264908800;52428;11473;1521077
1740727028;31.84523832798004;4630663168;16779890688;37510451200;105597712384;267409817;47513;12056;1575862
1740727028;31.28132849931717;4896419840;16779890688;37510451200;105597712384;266653696;49152;11977;1598866
1740727028;30.76930010318756;4963438592;16779890688;37510451200;105597712384;273439948;154009;12982;1708154
1740727028;31.248434126377106;4966780928;16779890688;37510451200;105597712384;299864883;154009;14260;1922381
1740727029;32.706767559051514;4960366592;16779890688;37510459392;105597712384;325901516;149094;16092;2189702
1740727029;31.875;4961107968;16779890688;37510459392;105597712384;352248627;152371;17595;2397574
1740727029;29.717262089252472;4961964032;16779890688;37510459392;105597712384;376408473;362086;19496;2643491
1740727029;28.824404776096344;4963201024;16779890688;37510459392;105597712384;388604723;360448;19902;2729012
1740727029;32.253289461135864;4968161280;16779890688;37510459392;105597712384;387155558;360448;19520;2684419
1740727030;30.95238167047501;4964376576;16779890688;37510475776;105597712384;387928883;362086;18546;2539302
1740727030;30.090852558612823;4965531648;16779890688;37510483968;105597712384;383198003;482508;17872;2455071
1740727030;32.190632820129395;4967305216;16779890688;37510483968;105597712384;379455897;280985;17265;2374367
1740727030;32.73809593915939;4969676800;16779890688;37510500352;105597712384;386368307;207257;16539;2273725
1740727030;31.220238149166107;4968665088;16779890688;37510500352;105597712384;375215718;416972;15800;2164891
1740727031;30.639881014823914;4970999808;16779890688;37510500352;105597712384;373557657;523468;15494;2110507
1740727031;31.906067073345184;4973166592;16779890688;37510500352;105597712384;375677747;611123;15256;2070816
1740727031;31.25000035762787;4975882240;16779890688;37510516736;105597712384;384230195;604569;14926;2037784
1740727031;31.875;4978257920;16779890688;37510516736;105597712384;383653478;575078;15018;2065808
1740727031;30.830201148986816;4980695040;16779890688;37510516736;105597712384;392751513;576716;15243;2097215
