metric;mean;q1;median;q3;std_dev;min;max
disk_write;1517995.5140913518;99532.5;258867;370278;7533372.198687932;0;76980224
disk_used;37510448712.14782;37510397952;37510479872;37510545408;103461.63678866348;37510098944;37510545408
ram_total;16781892819.965015;16781893632;16781893632;16781893632;2448.01752071639;16781885440;16781893632
disk_read;192887384.2730805;164208639.5;197984256;231951154.5;48244513.340110675;5704089;256205619
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
cpu_usage;62.055584165109245;62.5;63.22055172920227;64.31547617912292;8.006114291812949;1.25;74.96710586547852
ram_used;4494943509.644311;4688975872;5131259904;5139075072;1247376795.9101934;499257344;5162323968
network_in;50.56948493683193;0;10;10;240.9393713015266;0;1668
network_out;41.76384839650145;0;0;0;211.51379881597092;0;1542
