metric;mean;q1;median;q3;std_dev;min;max
ram_total;1020678144;1020678144;1020678144;1020678144;0;1020678144;1020678144
network_in;10210;6007;9115.5;15076.5;5705.365807728721;1522;19760
disk_used;5764575743.999999;5764468736;5764640768;5764644864;87261.08392662434;5764452352;5764644864
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
network_out;10277.5;6119.5;9288;15360;6001.815225413058;571;20114
ram_used;253414912;250378240;252151808;256948224;3634837.940279593;249106432;259256320
cpu_usage;41.206140875816345;15.83333444595337;27.443610191345215;69.0476188659668;35.18576426668597;5;100
disk_write;161894.25;0;0;348569;251440.22679990466;0;598016
disk_read;2429951.625;78643;78643;6273433;3036422.94271697;78643;6499532
