metric;mean;q1;median;q3;std_dev;min;max
ram_used;1499765337.1633759;994148352;1502306304;2008240128;588453928.6442398;353660928;2519609344
disk_read;6882603.624775573;6621183.5;6657638;6706790;2003706.6552006078;0;22498508
ram_total;16779889062.83663;16779890688;16779890688;16779890688;3266.8306329035618;16779882496;16779890688
disk_used;7772681929.306997;7772741632;7772749824;7772762112;2430559.5229558847;7667793920;7772762112
cpu_usage;6.247938603243028;6.25;6.25;6.25;0.647034087275368;0;12.5
network_in;22.841113105924666;0;10;10;70.93510370809904;0;497
disk_write;13962.3168761221;0;0;5734;49439.19724596146;0;356352
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
network_out;25.45646319569119;0;0;0;70.6254399802949;0;452
