metric;mean;q1;median;q3;std_dev;min;max
ram_used;4112962112.2433443;3579125760;4928088064;4936830976;1383111018.4345403;492118016;4958609408
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
network_out;2265148.2642585547;1432252;2153984;2755742;1213320.1565410944;186;5881283
disk_read;365622272.3840303;264282931;377968639.5;446988288;162615907.01630858;5908889;678679347
network_in;16462.36692015208;10657;15592.5;20037;8521.348792291885;132;42610
disk_used;37510430564.25853;37510402048;37510451200;37510516736;98017.28359069137;37510103040;37510549504
cpu_usage;59.5489366119126;60.68452453613281;62.51217657327652;64.25595235824585;12.061324646475839;2.3809523582458496;73.23882627487183
ram_total;16781891996.714834;16781893632;16781893632;16781893632;3274.46156357814;16781885440;16781893632
disk_write;1887397.4562737641;127795;362086;637337;6877829.637452924;0;78287667
