metric;mean;q1;median;q3;std_dev;min;max
disk_read;1479.753422370621;0;0;0;43255.31489249466;0;2437939
ram_used;569983703.5699514;413507584;566272000;723828736;174454353.28662315;254898176;875831296
ram_total;1020678144;1020678144;1020678144;1020678144;0;1020678144;1020678144
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
disk_used;5632201151.209343;5626490880;5628588032;5630631936;8856715.100761935;5625597952;5650989056
disk_write;44562.17512520863;29491;32768;36044;263261.03858037374;819;8448409
network_in;3650.1584307178664;1806;3741;5458;2089.0530781625675;10;7863
network_out;1693.2856427378958;843;1735;2509;956.8744129270062;0;3989
cpu_usage;1.1033164455815037;0;0;0;2.375271327198194;0;38.88888931274414
