metric;mean;q1;median;q3;std_dev;min;max
network_in;7.262550046196476;0;10;10;14.958279687998791;0;202
network_out;2.3156760086233388;0;0;0;20.16153912829861;0;301
disk_write;21218522.431475308;49152;55705;35284582;33145620.8282301;0;141475840
disk_used;26957606674.21251;26957582336;26957598720;26957631488;32625.503086930934;26957393920;26957672448
disk_read;31204060.512473144;25952256;32532070;37274419;8556157.958411433;883916;45586841
ram_total;16781892022.361555;16781893632;16781893632;16781893632;3255.030289693398;16781885440;16781893632
ram_used;492948029.3390812;444481536;503013376;535945216;44302789.09023143;381562880;557154304
cpu_usage;11.326385887441253;11.842105865478516;12.5;13.125;3.256463380399688;0;24.970238089561462
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
