metric;mean;q1;median;q3;std_dev;min;max
network_in;10537.477049180321;10684;10922.5;11158;1782.0583044033472;164;12360
disk_used;5460673566.216393;5460672512;5460672512;5460676608;1790.7255911807426;5460672512;5460676608
ram_total;1020678144;1020678144;1020678144;1020678144;0;1020678144;1020678144
cpu_usage;91.40214789499989;90;90;95;7.2012548962902985;5.263157844543457;100
network_out;246898.9295081968;252426;255578;261734;42554.87926558066;69;283637
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
ram_used;336168738.41311485;334061568;337588224;338165760;3519716.0308578173;325914624;342491136
disk_write;1038.0737704918038;0;0;0;5358.189842321864;0;55705
disk_read;30196.203278688536;0;0;0;99974.44283293301;0;397312
