metric;mean;q1;median;q3;std_dev;min;max
ram_used;2656617152.6476545;1779703808;3404013568;3488329728;1065787625.5265806;362807296;3809038336
disk_read;24491083.133394647;1495859;23595417;46241382;20908477.196434006;0;51629260
cpu_usage;9.453369237078153;7.470238089561462;11.25;11.875;3.8247656162627703;0;21.155271649360657
disk_used;8924718197.755299;8924745728;8924745728;8924786688;1469643.3573150097;8876298240;8924803072
network_in;2055.724011039556;10;466;4029;2285.1899502541796;0;8505
ram_total;16781892004.150854;16781893632;16781893632;16781893632;3268.860240503831;16781885440;16781893632
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
disk_write;18878.400183992635;0;0;13926;50540.40715758969;0;283443
network_out;3294744.0616375334;0;389;6719049;3725703.5458568335;0;10082487
