metric;mean;q1;median;q3;std_dev;min;max
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
disk_write;111299.25000000001;0;30719.5;149094;154573.13001017369;0;479232
disk_used;6315924200.727272;6316695552;6316732416;6316736512;9084115.570169087;6281859072;6386728960
network_in;15578.121212121216;249;18657;28148;12171.69440162378;0;30470
ram_total;492728320;492728320;492728320;492728320;0;492728320;492728320
cpu_usage;45.439560418779216;42.105262756347656;44.88095235824585;49.74937582015991;17.766181790028803;0;90
ram_used;146621346.9090909;147320832;152403968;156143616;17101289.272805367;80834560;158121984
disk_read;6607536.4696969725;3276;842956.5;16123903.5;9185024.904589545;0;22607462
network_out;11539.962121212122;237.5;13827;20800.5;8966.630150938352;0;22530
