metric;mean;q1;median;q3;std_dev;min;max
ram_total;16782892238.745836;16782893056;16782893056;16782893056;2455.0033987611223;16782884864;16782893056
ram_used;1208568558.7711787;1025277952;1048637440;1069666304;410677744.08405584;960593920;2591330304
disk_read;445798.0158353134;419430;445644;471859;45187.492381982425;302284;774963
disk_used;6810972935.094222;6810976256;6810976256;6810976256;6981.968836997923;6810959872;6810980352
cpu_usage;25.80573404958489;25;25;26.190476179122925;1.8792230809696657;8.333333969116211;39.52380967140198
network_in;12709.290577988926;12909;13176;13413;1661.0200369738843;833;14121
network_out;875143.799683293;885242;892194;898333;98579.67610288518;46657;924072
disk_write;13208.290577988904;0;0;0;61484.75221720984;0;366182
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
