timestamp;power_usage
1740751605;0.2241966072478678
1740751605;2.589860416402765
1740751605;2.53773379686798
1740751605;2.4466710635686795
1740751606;2.49963135486799
1740751606;2.595330530183426
1740751606;2.3139913592165597
1740751606;2.47615162778466
1740751606;2.490470244767696
1740751607;2.425274947712076
1740751607;2.595583120957368
1740751607;2.39253029424342
1740751607;2.3696108415936
1740751608;2.4487181016829
1740751608;2.3818499420421597
1740751608;2.4618226116929507
1740751608;2.3558407063732685
1740751608;2.56593090618296
1740751609;3.3604752395332333
1740751609;2.5572472647072204
1740751609;2.60932115566662
1740751609;2.395795483461837
1740751610;2.7887434352261002
1740751610;2.8348126016466804
1740751610;2.75213519414274
1740751610;3.111522521323927
1740751610;2.58316443856142
1740751611;2.50114724649062
1740751611;2.73358250680704
1740751611;2.44939804573599
1740751611;2.34843200143134
1740751612;2.35684516125376
1740751612;2.512837386388845
1740751612;2.33198823209664
1740751612;2.2737009208694197
1740751612;2.35280606877888
1740751613;2.7448910181457196
1740751613;2.4210837040730397
1740751613;2.4209451633978003
1740751613;2.466859222219112
1740751614;2.687560627994784
1740751614;2.3294899682760777
1740751614;2.26355558418784
1740751614;2.3091130671061197
1740751614;2.3106505445575998
1740751615;2.400112711764768
1740751615;2.16738277969068
1740751615;2.213242946330254
1740751615;2.08980606429792
1740751616;2.4814196748414004
1740751616;2.476908185828482
1740751616;2.2366904581421405
1740751616;2.1125708477298004
1740751616;2.44513027591532
1740751617;2.330179482009478
1740751617;2.41686713737632
1740751617;2.569737184265046
1740751617;2.66978929965556
1740751618;2.32555672931988
1740751618;2.409391929024336
1740751618;2.43444380456912
1740751618;2.294353937240365
1740751618;2.6344520329431003
1740751619;2.35389278339352
1740751619;2.6358859174453
1740751619;2.498787604749172
1740751619;2.65115461428056
1740751620;2.361165663341075
1740751620;2.44523478036159
1740751620;2.406010941263909
1740751620;2.6793334179333144
1740751620;2.330381171363508
1740751621;2.350416528069417
1740751621;2.2756704381263697
1740751621;2.593880504845025
1740751621;2.326586780622188
1740751622;2.4444131088307
1740751622;2.5052760387556328
1740751622;2.494433830137678
1740751622;2.7737048817723
1740751622;2.36818857309825
1740751623;2.3106352254410103
1740751623;2.47392413019636
1740751623;2.7042340658949
1740751623;2.2319773476863847
1740751624;2.3580021041588637
1740751624;2.3779515013886527
1740751624;2.4806653041692197
1740751624;2.196143582087188
1740751625;2.204573630612844
1740751625;2.3848150126563215
1740751625;2.3662448784262473
1740751625;2.26666256292326
1740751625;2.169558417891865
1740751626;2.27465634934032
1740751626;2.220255717879904
1740751626;2.613695942473164
1740751626;2.4429943751090404
1740751627;2.46144017463736
1740751627;2.58190181207456
1740751627;2.9294264383980346
1740751627;2.35538199018306
1740751627;2.3639623898092803
1740751628;2.2913001759425398
1740751628;2.6829751612539
1740751628;2.29607446042974
1740751628;2.4217613285582402
1740751629;2.16780043829594
