metric;mean;q1;median;q3;std_dev;min;max
network_in;5169.860026041674;0;10;20;14028.91586693823;0;77256
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
cpu_usage;20.383045809071813;9.230889737606049;24.58953094482422;30.858396887779236;12.283784171312844;0;43.54394602775574
ram_used;547940530.6666669;509982720;570576896;582117376;43423561.77950134;370540544;600731648
disk_write;67872839.10611965;163430;78036991.5;103517388.5;47962041.38686441;0;181495398
ram_total;16781892778.666668;16781893632;16781893632;16781893632;2502.4645632007287;16781885440;16781893632
disk_used;26957487210.666683;26957492224;26957492224;26957492224;19888.239564228603;26957303808;26957492224
disk_read;130398498.80859381;82783026.5;117204991.5;180604927.5;73110685.30588463;0;267362304
network_out;1989898.5787760399;0;0;14;5115362.247001475;0;24694507
