timestamp;power_usage
1740668976;1.8957556237024848
1740668976;2.69802369726372
1740668976;12.627203724962403
1740668976;14.6049319489944
1740668977;14.5888912581777
1740668977;14.32943320895096
1740668977;14.855065462581301
1740668977;14.84172304977704
1740668977;15.097306335923498
1740668978;15.266411554363339
1740668978;15.241759563093959
1740668978;15.345237970109078
1740668978;15.192172432925078
1740668979;15.57237817382345
1740668979;15.5079013762656
1740668979;15.650095265226271
1740668979;15.8242997201682
1740668979;15.509889550435501
1740668980;15.472790130379583
1740668980;15.449444714339458
1740668980;15.786108051024042
1740668980;15.823236930976652
1740668981;16.03323057106836
1740668981;15.313999846100902
1740668981;15.812089693155041
1740668981;15.4353036344485
1740668982;15.32712363764362
1740668982;15.323232693483
1740668982;15.176361408996558
1740668982;15.523284075745599
1740668982;15.39144166961903
1740668983;15.565796571761743
1740668983;14.78357506281276
1740668983;15.808058171919242
1740668983;16.57693075599394
1740668984;16.15582137812496
1740668984;16.2512806606815
1740668984;15.93050056586144
1740668984;15.90420487524352
1740668984;15.88390449312847
1740668985;15.709790568817839
1740668985;16.0232795734528
1740668985;15.690261227339338
1740668985;15.9834152005636
1740668986;15.938293807941601
1740668986;15.25000641725574
1740668986;16.204503918943782
1740668986;15.794393117036158
1740668986;15.807970754271738
1740668987;15.537771602568059
1740668987;15.69015110337662
1740668987;15.227863850790358
1740668987;15.766686800647202
1740668988;15.684902382000642
1740668988;15.559358830629119
1740668988;15.446369128133878
1740668988;15.792001529595879
1740668989;14.897316735128499
1740668989;15.667350647614949
1740668989;15.74531253619544
1740668989;15.63256935179038
1740668989;15.93769066485576
1740668990;15.668837610057071
1740668990;15.78515019258595
1740668990;15.58348802661402
1740668990;15.163144738325279
1740668991;15.983114333919302
1740668991;16.011067230450248
1740668991;16.53949975323629
1740668991;16.0981372172016
1740668991;16.464745694611498
1740668992;16.076089402696677
1740668992;15.999383122672159
1740668992;15.87502861060708
1740668992;16.830873212918583
1740668993;16.6243485208354
1740668993;15.1110229880676
1740668993;16.20229049821904
1740668993;16.86729175692417
1740668993;15.816996145243591
1740668994;15.6653138005104
1740668994;16.6705346508129
1740668994;16.675474846653
1740668994;16.77815759998697
1740668995;16.32296359777485
1740668995;16.454025546843223
1740668995;16.764219956487
1740668995;16.5276656486748
1740668995;16.9778065198596
