metric;mean;q1;median;q3;std_dev;min;max
disk_used;5460673322.88325;5460672512;5460672512;5460672512;1632.1293283638613;5460672512;5460676608
network_out;12157.269035532996;13199;13855;14186;3780.5552144692115;69;15014
disk_write;207.9137055837564;0;0;0;1672.6289583010284;0;13926
disk_total;105597712384;105597712384;105597712384;105597712384;0;105597712384;105597712384
cpu_usage;89.04443741812919;85.71428680419922;90;95;12.401229237030647;5;100
ram_total;1020678144;1020678144;1020678144;1020678144;0;1020678144;1020678144
disk_read;78218.8984771574;0;0;234291;130669.99358367322;0;365363
ram_used;339834557.72588855;338587648;340963328;342458368;4597328.053034156;328364032;346947584
network_in;19308.04060913706;20976.5;21987;22513;5985.098929534952;179;23827
